traffic_density,horn_events_per_min,avg_speed,signal_wait_time,road_quality_score,stress_index,driver_experience_encoded,weather_Foggy,weather_Hot,weather_Rainy,congestion_score,horn_density
18,6.07,75.5,8.14,2.74,24.7,1.0,0,1,0,1.4652,0.31947368421052635
91,12.12,48.32,52.53,7.12,60.87,0.0,1,0,0,47.8023,0.1317391304347826
54,9.63,64.11,29.19,4.03,53.43,0.0,0,0,1,15.762599999999999,0.1750909090909091
56,5.0,55.51,38.59,6.95,26.77,2.0,0,0,0,21.6104,0.08771929824561403
76,8.97,39.54,42.16,7.36,58.39,0.0,0,0,0,32.041599999999995,0.1164935064935065
33,4.87,75.07,20.7,7.12,34.91,0.0,0,0,1,6.831,0.14323529411764707
101,11.46,31.95,54.48,5.84,69.09,0.0,0,0,1,55.0248,0.1123529411764706
19,0.0,66.87,17.74,10.0,20.95,0.0,0,0,0,3.3705999999999996,0.0
82,8.77,39.19,41.77,7.55,64.48,0.0,0,0,0,34.251400000000004,0.10566265060240963
86,9.54,37.34,52.4,8.39,52.16,0.0,0,0,1,45.06399999999999,0.10965517241379309
57,9.86,52.69,34.59,8.77,34.82,1.0,0,0,1,19.7163,0.16999999999999998
44,8.72,64.56,22.08,4.02,56.42,0.0,0,0,0,9.7152,0.1937777777777778
63,6.78,53.11,37.72,8.66,44.56,0.0,0,0,1,23.7636,0.1059375
96,11.53,37.95,54.53,8.5,45.15,2.0,0,0,0,52.348800000000004,0.11886597938144329
90,13.02,38.77,50.9,5.96,69.04,0.0,0,0,0,45.81,0.14307692307692307
119,12.64,41.39,62.95,7.95,77.11,0.0,0,1,0,74.9105,0.10533333333333333
80,7.66,46.45,45.0,7.92,51.54,1.0,0,0,1,36.0,0.0945679012345679
25,2.35,65.73,19.04,8.52,26.41,2.0,0,0,0,4.76,0.09038461538461538
62,13.68,54.44,33.68,9.66,32.82,2.0,0,0,1,20.8816,0.21714285714285714
49,7.08,66.55,30.74,8.18,39.46,0.0,0,0,0,15.0626,0.1416
109,14.47,42.96,59.41,5.69,61.44,1.0,0,0,0,64.7569,0.13154545454545455
29,3.0,69.97,16.76,6.06,31.67,0.0,0,0,0,4.8604,0.1
97,18.56,41.36,54.14,6.77,40.55,2.0,1,0,0,52.5158,0.1893877551020408
78,11.03,49.83,44.38,5.54,58.61,1.0,0,0,0,34.616400000000006,0.13962025316455695
54,8.62,52.27,35.56,5.07,49.9,0.0,0,0,1,19.2024,0.15672727272727272
15,3.38,75.43,11.45,7.03,20.53,1.0,0,0,0,1.7175,0.21125
101,13.19,35.98,57.21,4.02,65.79,1.0,0,0,0,57.7821,0.12931372549019607
78,13.07,43.19,43.36,5.74,62.55,0.0,0,1,0,33.8208,0.16544303797468354
58,5.92,60.18,32.74,7.37,50.01,0.0,0,0,0,18.9892,0.10033898305084746
48,3.55,61.03,30.43,8.94,24.81,2.0,0,0,0,14.606399999999999,0.07244897959183673
111,11.99,38.58,63.82,6.88,58.5,1.0,0,0,0,70.84020000000001,0.10705357142857143
11,6.08,71.27,10.4,4.38,28.72,1.0,0,0,0,1.1440000000000001,0.5066666666666667
116,17.71,29.93,64.43,6.87,77.67,0.0,0,0,1,74.73880000000001,0.15136752136752138
48,9.98,62.42,29.77,5.87,40.38,0.0,0,0,1,14.2896,0.2036734693877551
30,6.43,63.48,18.05,7.09,30.19,1.0,0,0,1,5.415,0.20741935483870966
49,3.41,61.55,30.1,8.87,22.96,2.0,0,0,1,14.749,0.0682
110,11.31,42.17,52.36,6.81,66.76,0.0,0,0,0,57.596000000000004,0.10189189189189189
91,10.33,42.28,52.13,7.37,61.36,0.0,0,0,0,47.4383,0.11228260869565218
63,10.25,50.78,37.2,8.5,36.45,2.0,1,0,0,23.436000000000003,0.16015625
119,15.03,42.54,69.69,8.9,60.72,1.0,0,0,1,82.9311,0.12525
21,0.57,70.95,17.33,5.79,28.82,1.0,0,0,0,3.6392999999999995,0.025909090909090906
90,6.77,40.91,49.38,7.96,51.21,1.0,0,0,0,44.442,0.07439560439560439
46,5.83,67.34,26.53,6.79,33.75,0.0,0,0,1,12.203800000000001,0.12404255319148937
119,12.92,36.14,62.87,6.1,66.94,1.0,0,0,0,74.8153,0.10766666666666666
47,6.6,61.13,32.94,2.75,44.96,1.0,0,1,0,15.481799999999998,0.13749999999999998
24,2.44,76.39,13.44,9.77,12.27,1.0,0,0,0,3.2256,0.09759999999999999
16,0.0,71.26,15.29,10.0,17.76,2.0,0,1,0,2.4463999999999997,0.0
87,16.63,45.23,48.13,5.65,71.03,0.0,0,0,1,41.8731,0.18897727272727272
59,10.55,61.15,31.71,8.01,39.84,1.0,1,0,0,18.7089,0.17583333333333334
74,7.18,47.25,40.23,6.15,54.41,0.0,0,0,0,29.7702,0.09573333333333332
111,12.84,33.52,63.93,8.57,63.14,1.0,0,0,0,70.9623,0.11464285714285714
76,12.33,42.69,41.75,7.11,46.88,1.0,0,0,1,31.73,0.16012987012987012
110,12.32,43.11,60.11,9.91,51.75,2.0,0,0,0,66.12100000000001,0.110990990990991
53,8.32,59.57,32.74,7.59,37.7,2.0,0,1,0,17.3522,0.15407407407407409
40,7.27,68.15,29.01,2.9,47.01,0.0,0,0,0,11.604000000000001,0.1773170731707317
52,11.78,57.51,26.99,2.33,53.31,1.0,0,0,1,14.0348,0.22226415094339622
86,16.37,44.75,42.51,6.47,63.42,0.0,1,0,0,36.5586,0.1881609195402299
57,9.16,64.4,36.21,2.38,39.32,1.0,0,0,0,20.6397,0.15793103448275864
91,15.82,45.12,49.49,7.29,59.99,1.0,0,1,0,45.0359,0.17195652173913042
90,12.74,46.86,52.29,7.29,43.06,2.0,0,0,0,47.06100000000001,0.14
90,11.27,38.24,55.25,4.98,69.39,1.0,0,0,1,49.725,0.12384615384615384
70,11.69,48.24,43.91,8.18,49.62,0.0,1,0,0,30.737,0.16464788732394364
84,10.53,46.41,49.74,7.54,57.67,0.0,0,0,0,41.7816,0.12388235294117646
93,11.68,51.47,52.56,7.38,64.86,0.0,0,0,0,48.8808,0.12425531914893617
19,3.11,72.58,12.62,9.1,23.1,0.0,0,0,0,2.3977999999999997,0.1555
38,9.39,58.13,24.08,7.7,27.69,2.0,0,0,0,9.1504,0.2407692307692308
57,5.83,60.16,33.64,4.99,53.97,0.0,0,0,0,19.1748,0.10051724137931034
107,10.56,36.65,63.43,6.37,64.06,1.0,0,0,0,67.87010000000001,0.09777777777777778
90,8.95,40.86,46.06,5.59,56.24,1.0,0,0,0,41.45400000000001,0.09835164835164835
71,13.89,48.04,39.06,2.25,53.73,1.0,0,0,0,27.7326,0.19291666666666668
115,14.15,35.61,67.9,8.97,79.42,0.0,0,1,0,78.08500000000001,0.12198275862068966
22,5.61,71.45,15.79,9.44,21.51,1.0,0,0,1,3.4737999999999998,0.24391304347826087
53,9.91,57.51,30.17,7.96,35.74,2.0,0,0,0,15.9901,0.18351851851851853
56,12.87,61.79,33.34,5.54,45.75,1.0,0,0,1,18.6704,0.2257894736842105
112,16.77,32.46,55.88,5.51,62.02,1.0,1,0,0,62.58560000000001,0.1484070796460177
73,8.58,43.45,41.84,7.83,48.7,0.0,0,0,0,30.543200000000002,0.11594594594594594
100,14.32,33.27,50.84,5.96,63.87,1.0,1,0,0,50.84,0.1417821782178218
62,4.54,59.99,33.93,9.1,38.06,0.0,0,0,1,21.0366,0.07206349206349207
99,10.54,40.9,56.11,10.0,59.36,1.0,1,0,0,55.5489,0.1054
101,12.33,47.45,53.74,6.4,45.07,2.0,0,0,1,54.2774,0.12088235294117647
86,7.26,54.17,50.24,10.0,37.97,1.0,0,0,1,43.2064,0.08344827586206896
85,9.81,40.44,45.46,9.07,39.91,1.0,0,0,0,38.641,0.11406976744186047
53,6.61,64.98,35.0,6.31,36.73,1.0,0,0,0,18.55,0.12240740740740741
37,7.61,61.56,16.45,5.74,33.15,1.0,0,0,1,6.0865,0.20026315789473684
11,2.48,69.81,11.9,7.97,26.17,1.0,0,0,0,1.3090000000000002,0.20666666666666667
110,11.73,37.39,59.58,6.82,49.59,2.0,0,0,0,65.538,0.10567567567567568
66,8.39,50.74,39.2,7.4,48.01,1.0,0,0,0,25.872000000000003,0.12522388059701495
66,6.59,57.33,37.47,10.0,28.38,1.0,0,0,0,24.7302,0.09835820895522387
43,6.95,56.73,25.7,5.62,34.47,2.0,0,0,0,11.050999999999998,0.15795454545454546
96,11.52,38.02,52.74,5.39,61.93,1.0,0,0,0,50.6304,0.11876288659793814
67,11.19,40.43,41.47,7.48,51.37,1.0,0,0,1,27.784899999999997,0.16455882352941176
61,11.08,60.07,37.73,6.53,38.2,2.0,0,0,0,23.015299999999996,0.17870967741935484
118,12.42,32.75,63.92,7.29,61.99,1.0,0,0,0,75.4256,0.10436974789915966
38,7.24,63.63,23.41,7.06,34.28,1.0,0,0,0,8.895800000000001,0.18564102564102564
44,2.97,64.66,28.88,5.06,47.12,0.0,1,0,0,12.7072,0.066
84,9.51,39.08,49.63,5.65,57.07,1.0,0,0,1,41.6892,0.11188235294117647
57,6.97,58.18,33.49,6.6,39.62,1.0,0,0,0,19.0893,0.12017241379310345
42,6.92,55.65,25.79,6.22,34.74,1.0,0,0,0,10.831800000000001,0.16093023255813954
84,10.54,45.01,42.01,6.64,57.51,1.0,0,0,1,35.288399999999996,0.12399999999999999
82,11.84,41.93,43.33,7.32,58.41,1.0,1,0,0,35.5306,0.14265060240963856
87,12.45,42.73,50.88,6.75,78.44,0.0,0,0,0,44.265600000000006,0.14147727272727273
18,3.32,69.66,18.1,4.99,25.67,0.0,0,0,1,3.258,0.17473684210526316
112,13.2,34.16,64.61,6.68,61.09,2.0,0,0,0,72.36319999999999,0.1168141592920354
57,4.34,64.4,32.64,9.56,19.25,2.0,0,0,0,18.6048,0.07482758620689654
76,11.17,38.38,42.66,10.0,35.26,2.0,0,0,1,32.4216,0.14506493506493506
102,12.0,36.77,54.09,9.79,57.5,1.0,0,0,0,55.171800000000005,0.11650485436893204
92,14.45,35.98,45.25,3.86,62.11,1.0,0,0,1,41.63,0.1553763440860215
45,11.02,57.63,29.3,4.76,34.53,1.0,0,0,0,13.185,0.23956521739130435
105,16.46,39.67,58.68,4.14,67.33,1.0,0,0,1,61.614,0.15528301886792453
80,6.86,47.07,50.36,9.54,31.89,2.0,0,0,0,40.288000000000004,0.08469135802469137
101,12.49,39.45,57.42,9.4,62.86,0.0,0,0,0,57.9942,0.12245098039215686
53,4.39,60.57,36.04,7.63,35.15,1.0,0,0,0,19.1012,0.0812962962962963
91,10.05,35.11,45.22,10.0,55.54,1.0,0,0,0,41.1502,0.10923913043478262
69,9.84,50.65,41.41,6.3,50.66,1.0,0,0,0,28.5729,0.14057142857142857
72,6.09,55.07,34.94,7.32,56.3,1.0,0,0,0,25.156799999999997,0.08342465753424658
14,3.4,76.24,10.07,7.54,13.42,2.0,0,0,0,1.4098000000000002,0.22666666666666666
96,16.34,37.22,52.3,4.32,63.94,0.0,1,0,0,50.20799999999999,0.16845360824742267
95,18.67,48.84,49.07,4.67,50.55,2.0,0,0,1,46.616499999999995,0.19447916666666668
99,8.22,39.35,54.06,6.63,63.12,1.0,0,0,0,53.519400000000005,0.08220000000000001
115,12.22,32.6,64.44,3.48,66.11,1.0,0,0,0,74.106,0.1053448275862069
85,12.4,46.62,49.4,5.59,61.67,1.0,0,0,1,41.99,0.14418604651162792
49,3.65,56.1,26.72,9.49,29.31,2.0,1,0,0,13.0928,0.073
28,7.0,68.11,24.47,6.44,41.97,0.0,0,0,0,6.8515999999999995,0.2413793103448276
56,4.52,59.76,33.03,9.64,40.52,0.0,0,0,0,18.4968,0.07929824561403508
74,11.15,54.27,40.51,8.54,45.68,1.0,0,0,1,29.9774,0.14866666666666667
76,7.0,40.79,36.11,8.01,45.34,1.0,0,0,0,27.4436,0.09090909090909091
100,9.19,39.06,56.03,10.0,44.41,2.0,0,0,0,56.03,0.09099009900990099
27,4.61,64.5,19.88,6.56,29.34,1.0,0,0,1,5.3675999999999995,0.16464285714285715
59,10.56,62.25,33.03,6.63,43.8,0.0,0,0,0,19.4877,0.17600000000000002
39,6.59,59.98,25.63,6.21,21.92,2.0,0,0,0,9.9957,0.16475
75,13.1,54.24,44.97,6.45,54.65,1.0,0,0,1,33.7275,0.1723684210526316
14,1.33,79.38,9.96,2.99,26.33,0.0,0,0,0,1.3944,0.08866666666666667
102,14.58,44.99,57.13,6.13,67.0,1.0,0,0,1,58.272600000000004,0.14155339805825243
106,12.11,37.25,58.4,10.0,46.56,1.0,0,1,0,61.903999999999996,0.11317757009345794
51,7.04,58.59,27.16,6.04,33.4,2.0,0,0,1,13.851600000000001,0.13538461538461538
93,15.53,47.6,52.06,8.37,63.45,0.0,0,0,1,48.4158,0.1652127659574468
103,17.91,35.07,53.42,6.33,70.84,0.0,0,0,1,55.022600000000004,0.17221153846153847
115,23.51,34.25,63.75,5.09,62.32,1.0,1,0,0,73.3125,0.20267241379310347
14,1.69,73.57,10.8,8.06,19.67,1.0,0,0,0,1.5120000000000002,0.11266666666666666
59,9.81,57.11,36.23,4.08,50.16,1.0,0,0,0,21.3757,0.1635
94,8.77,41.94,51.19,10.0,44.07,2.0,1,0,0,48.118599999999994,0.09231578947368421
67,6.13,45.93,37.69,7.96,37.35,1.0,0,0,1,25.2523,0.09014705882352941
88,8.48,43.66,47.54,6.08,52.43,1.0,0,0,0,41.83519999999999,0.0952808988764045
93,15.05,47.51,53.28,7.74,53.18,1.0,1,0,0,49.550399999999996,0.1601063829787234
17,2.29,66.2,12.39,5.77,29.22,1.0,0,0,0,2.1063,0.12722222222222224
40,8.13,68.01,27.57,6.55,42.27,1.0,0,0,1,11.027999999999999,0.19829268292682928
21,2.07,69.1,11.49,9.04,19.41,0.0,0,1,0,2.4129,0.09409090909090909
30,5.06,64.37,16.44,8.22,30.31,0.0,0,0,1,4.932,0.1632258064516129
103,17.47,41.82,55.77,9.72,55.44,1.0,1,0,0,57.4431,0.1679807692307692
71,9.38,51.65,43.2,8.5,49.21,1.0,0,0,1,30.672000000000004,0.1302777777777778
100,13.39,37.35,56.49,7.78,65.41,1.0,1,0,0,56.49,0.13257425742574258
117,16.3,33.11,61.83,4.28,57.13,2.0,0,1,0,72.3411,0.138135593220339
99,11.31,34.03,54.03,5.53,56.63,1.0,0,0,0,53.4897,0.1131
42,6.47,54.3,22.83,6.36,30.14,2.0,0,0,0,9.5886,0.15046511627906975
35,10.28,69.01,21.98,1.61,29.83,2.0,0,0,1,7.6930000000000005,0.28555555555555556
99,11.84,41.67,58.08,6.36,71.05,0.0,0,1,0,57.4992,0.1184
109,16.08,26.63,58.01,7.15,67.24,1.0,0,0,0,63.2309,0.14618181818181816
49,4.94,59.11,31.0,8.14,35.19,1.0,1,0,0,15.19,0.09880000000000001
74,10.92,51.6,48.07,3.83,47.64,1.0,1,0,0,35.571799999999996,0.1456
68,9.1,61.77,41.5,5.32,41.5,2.0,0,0,0,28.22,0.1318840579710145
24,2.42,65.11,16.31,6.48,13.52,2.0,0,0,1,3.914399999999999,0.0968
10,0.0,68.55,10.01,10.0,20.72,1.0,0,0,0,1.001,0.0
20,4.05,81.32,11.19,9.59,14.96,1.0,0,0,0,2.238,0.19285714285714284
64,11.33,54.45,36.94,5.87,37.89,2.0,1,0,0,23.641599999999997,0.1743076923076923
11,1.21,68.71,6.0,8.56,15.29,2.0,0,0,0,0.66,0.10083333333333333
74,10.72,48.76,40.36,4.84,63.93,0.0,0,1,0,29.8664,0.14293333333333333
104,10.92,44.31,54.85,4.11,47.6,2.0,0,0,0,57.044000000000004,0.104
53,9.81,61.64,34.09,5.64,43.71,1.0,0,0,0,18.067700000000002,0.18166666666666667
25,4.39,72.73,19.02,6.93,24.08,0.0,0,0,0,4.755,0.16884615384615384
31,3.69,64.3,14.14,7.12,24.49,1.0,1,0,0,4.3834,0.1153125
115,12.87,30.05,69.0,10.0,46.43,2.0,0,0,0,79.35,0.11094827586206896
27,7.51,72.28,21.03,4.13,34.24,1.0,0,0,1,5.678100000000001,0.2682142857142857
56,5.96,52.62,27.44,9.48,36.22,0.0,0,0,0,15.3664,0.10456140350877192
90,8.44,41.98,48.96,10.0,53.41,1.0,0,0,0,44.06399999999999,0.09274725274725275
39,2.58,65.8,19.93,10.0,22.06,0.0,0,0,0,7.7726999999999995,0.0645
19,2.8,70.16,19.57,10.0,31.86,0.0,0,0,0,3.7182999999999997,0.13999999999999999
108,14.23,36.42,59.31,6.03,73.03,1.0,0,0,0,64.0548,0.13055045871559634
67,7.95,56.16,39.6,8.91,47.22,0.0,0,0,1,26.532000000000004,0.11691176470588235
71,5.63,58.16,38.51,9.85,45.96,0.0,0,0,0,27.342100000000002,0.07819444444444444
94,10.8,50.58,49.76,7.59,35.12,2.0,0,0,0,46.77439999999999,0.11368421052631579
89,10.52,48.74,52.98,6.68,49.07,1.0,0,0,0,47.15219999999999,0.11688888888888889
15,8.46,67.16,7.36,4.26,29.39,0.0,0,0,0,1.104,0.52875
76,11.73,43.21,41.28,10.0,32.66,2.0,0,0,1,31.3728,0.15233766233766236
50,11.03,60.95,29.28,4.84,37.28,1.0,0,0,0,14.64,0.21627450980392154
52,6.24,61.98,31.34,9.76,30.54,0.0,0,0,0,16.2968,0.11773584905660378
94,11.23,43.84,52.6,5.53,64.31,1.0,1,0,0,49.444,0.11821052631578947
86,10.35,42.82,50.2,9.11,41.92,2.0,0,0,0,43.172,0.11896551724137931
27,7.36,77.92,19.02,5.36,26.58,2.0,0,0,0,5.1354,0.26285714285714284
67,4.87,55.77,37.67,7.23,46.81,1.0,0,0,1,25.238900000000005,0.07161764705882354
69,11.83,44.29,37.92,8.15,43.77,1.0,1,0,0,26.1648,0.169
97,11.78,48.3,53.19,8.13,37.66,2.0,0,0,1,51.5943,0.12020408163265306
36,7.39,66.41,25.23,4.04,33.76,1.0,0,0,0,9.082799999999999,0.19972972972972972
77,7.74,52.45,37.52,5.24,50.32,1.0,0,0,0,28.890400000000003,0.09923076923076923
31,3.99,78.32,22.55,5.95,21.69,1.0,0,0,0,6.990500000000001,0.1246875
33,6.76,67.54,21.67,8.23,33.12,1.0,0,1,0,7.1511000000000005,0.1988235294117647
49,8.07,61.7,31.3,9.21,41.12,1.0,1,0,0,15.337,0.16140000000000002
118,13.96,21.54,56.92,5.36,85.31,0.0,0,0,0,67.1656,0.11731092436974791
83,11.87,40.49,39.85,6.39,49.28,1.0,0,0,0,33.075500000000005,0.1413095238095238
75,10.89,50.11,42.84,2.67,53.91,1.0,0,0,0,32.13,0.14328947368421052
49,6.18,55.6,27.5,6.15,31.41,1.0,0,1,0,13.475,0.12359999999999999
15,5.22,78.63,14.31,9.06,10.95,0.0,0,0,1,2.1465,0.32625
27,6.9,60.29,19.95,7.8,21.48,2.0,1,0,0,5.3865,0.24642857142857144
90,10.53,46.5,50.88,5.03,53.91,1.0,0,0,0,45.792,0.11571428571428571
111,18.09,35.77,58.51,7.55,69.42,1.0,1,0,0,64.9461,0.16151785714285713
118,15.58,40.01,64.7,4.8,59.16,1.0,0,0,0,76.346,0.13092436974789917
96,9.51,40.45,53.16,5.45,54.97,1.0,0,0,0,51.0336,0.09804123711340205
119,11.28,32.48,74.5,9.98,62.7,1.0,0,0,0,88.655,0.094
39,7.91,74.79,26.66,7.03,29.74,1.0,0,1,0,10.3974,0.19775
30,9.79,58.96,19.52,6.86,36.07,2.0,0,0,0,5.856,0.3158064516129032
71,8.24,46.43,44.57,8.1,44.46,0.0,0,0,0,31.644699999999997,0.11444444444444445
19,1.55,65.42,18.6,8.14,20.66,2.0,1,0,0,3.5340000000000003,0.0775
116,12.02,34.82,64.31,7.73,51.44,2.0,1,0,0,74.5996,0.10273504273504273
22,2.99,72.51,17.86,8.76,17.69,2.0,1,0,0,3.9292,0.13
85,9.87,45.56,48.55,2.67,68.51,1.0,0,0,0,41.2675,0.11476744186046511
18,3.96,68.4,10.17,7.55,20.46,0.0,0,1,0,1.8306,0.20842105263157895
77,10.96,50.9,41.44,9.03,54.01,0.0,0,0,1,31.908799999999996,0.14051282051282052
48,4.59,68.15,29.04,7.79,34.72,1.0,1,0,0,13.939200000000001,0.0936734693877551
33,5.5,65.63,25.56,4.51,31.25,2.0,0,1,0,8.4348,0.16176470588235295
43,6.78,55.15,32.33,7.51,36.33,1.0,0,0,0,13.901899999999998,0.15409090909090908
112,10.4,37.22,65.08,7.95,76.54,0.0,0,0,0,72.8896,0.0920353982300885
70,9.01,49.65,45.27,6.55,42.26,2.0,0,0,1,31.689,0.12690140845070422
50,7.79,54.05,31.52,8.92,37.11,0.0,1,0,0,15.76,0.15274509803921568
14,1.33,78.45,8.24,5.38,16.44,1.0,0,0,0,1.1536,0.08866666666666667
88,7.95,43.11,44.54,6.71,61.4,0.0,0,0,0,39.1952,0.08932584269662922
59,7.45,59.63,36.48,9.31,40.92,0.0,0,0,1,21.523199999999996,0.12416666666666668
13,3.67,76.14,11.31,6.02,26.07,1.0,0,0,1,1.4703,0.2621428571428571
60,9.15,46.58,36.26,6.18,42.14,1.0,1,0,0,21.756,0.15
61,16.68,63.33,33.35,5.07,44.73,1.0,0,0,1,20.343500000000002,0.26903225806451614
48,5.74,56.51,31.0,5.85,38.0,1.0,0,0,0,14.88,0.11714285714285715
17,0.72,76.65,12.09,6.24,25.58,1.0,0,1,0,2.0553,0.04
54,13.25,57.76,37.04,6.87,38.51,2.0,0,0,1,20.0016,0.2409090909090909
97,9.82,42.18,52.67,7.92,60.76,0.0,0,0,1,51.0899,0.10020408163265307
37,2.19,69.4,22.54,9.66,31.02,1.0,0,1,0,8.3398,0.05763157894736842
116,17.02,29.46,62.17,7.21,82.83,0.0,0,0,1,72.1172,0.14547008547008547
36,4.26,61.73,22.9,8.45,35.01,0.0,0,0,0,8.244,0.11513513513513512
74,9.25,56.91,44.0,6.52,67.19,0.0,0,0,0,32.56,0.12333333333333334
43,7.04,65.42,21.55,7.05,31.59,1.0,0,1,0,9.2665,0.16
90,10.52,40.45,47.48,6.05,49.08,1.0,0,0,0,42.732,0.1156043956043956
110,10.0,43.37,61.24,6.39,65.38,1.0,0,0,0,67.364,0.09009009009009009
71,12.91,63.57,36.54,6.99,45.88,1.0,1,0,0,25.9434,0.17930555555555555
71,5.45,48.64,38.28,6.7,50.35,1.0,0,0,0,27.178800000000003,0.07569444444444445
47,4.33,56.6,26.97,6.38,37.22,1.0,0,0,0,12.675899999999999,0.09020833333333333
35,6.59,56.62,23.25,4.26,37.33,1.0,0,0,0,8.1375,0.18305555555555555
33,2.34,62.63,24.01,7.7,30.3,0.0,0,1,0,7.9233,0.0688235294117647
48,10.49,60.38,32.48,6.42,41.88,1.0,0,0,1,15.590399999999999,0.21408163265306124
30,11.67,65.9,20.01,6.5,36.92,1.0,0,0,0,6.003000000000001,0.3764516129032258
103,23.54,30.95,59.97,7.23,76.41,0.0,1,0,0,61.7691,0.22634615384615384
56,5.63,55.81,39.61,8.5,22.17,2.0,0,0,0,22.1816,0.0987719298245614
57,6.23,58.45,29.48,5.15,44.91,0.0,0,0,0,16.803600000000003,0.10741379310344829
22,4.25,66.9,14.93,6.56,32.55,0.0,0,0,0,3.2845999999999997,0.18478260869565216
110,18.98,26.4,65.7,1.39,73.59,1.0,0,0,1,72.27,0.170990990990991
12,0.0,73.6,8.73,7.95,14.43,0.0,0,0,1,1.0476,0.0
41,4.03,64.04,25.62,10.0,16.39,2.0,0,0,0,10.5042,0.09595238095238096
44,6.24,64.29,24.21,8.79,29.12,2.0,0,0,1,10.6524,0.13866666666666666
28,7.29,71.07,18.96,4.95,39.02,0.0,0,0,0,5.3088,0.2513793103448276
23,7.89,81.7,17.26,6.04,29.87,0.0,0,1,0,3.9698,0.32875
57,3.81,56.13,35.58,7.3,40.36,1.0,0,0,0,20.2806,0.06568965517241379
95,14.13,43.93,50.11,1.71,61.95,1.0,0,0,1,47.6045,0.1471875
90,15.52,41.96,54.21,5.96,59.94,1.0,0,0,1,48.788999999999994,0.17054945054945053
77,14.5,54.21,45.94,6.93,54.88,1.0,0,0,1,35.373799999999996,0.1858974358974359
54,5.59,70.51,38.36,5.8,30.05,2.0,0,0,0,20.7144,0.10163636363636364
113,9.95,37.63,59.43,9.25,65.52,0.0,0,0,0,67.1559,0.08728070175438596
28,8.58,63.18,14.55,5.09,37.02,1.0,0,1,0,4.074000000000001,0.29586206896551726
73,9.06,58.41,41.62,5.62,47.54,1.0,0,0,0,30.382599999999996,0.12243243243243244
110,11.95,42.55,61.72,10.0,67.67,0.0,1,0,0,67.892,0.10765765765765765
75,0.73,44.59,42.31,10.0,48.19,0.0,0,0,0,31.7325,0.009605263157894737
88,8.69,42.22,47.14,10.0,41.57,1.0,0,0,0,41.4832,0.09764044943820224
75,17.62,56.19,43.24,5.52,60.95,0.0,0,0,1,32.43,0.2318421052631579
84,11.3,53.28,51.23,6.57,46.69,1.0,0,0,0,43.033199999999994,0.13294117647058826
54,8.46,53.09,33.37,3.66,59.69,0.0,0,1,0,18.019799999999996,0.15381818181818183
96,15.7,38.21,55.38,5.56,64.8,1.0,1,0,0,53.16480000000001,0.16185567010309276
83,12.83,38.86,46.65,8.09,36.43,2.0,0,1,0,38.7195,0.15273809523809523
76,12.15,55.66,44.93,6.2,56.44,0.0,0,0,1,34.1468,0.1577922077922078
78,8.37,49.9,44.26,9.46,46.51,0.0,0,0,0,34.5228,0.10594936708860758
12,2.63,78.51,8.16,7.11,20.39,1.0,0,0,1,0.9792000000000001,0.2023076923076923
47,7.3,59.9,26.11,6.9,36.9,2.0,1,0,0,12.271700000000001,0.15208333333333332
86,10.69,43.53,42.14,5.24,68.53,0.0,0,0,0,36.2404,0.1228735632183908
51,6.31,59.8,28.54,8.52,34.92,0.0,1,0,0,14.555399999999999,0.12134615384615384
92,12.72,45.16,47.48,5.13,72.88,0.0,0,0,1,43.681599999999996,0.1367741935483871
49,6.89,63.74,36.3,7.9,32.16,1.0,0,0,1,17.787,0.1378
59,5.32,63.42,38.27,7.09,47.98,0.0,0,0,1,22.579300000000003,0.08866666666666667
44,5.63,66.45,27.41,7.84,30.63,2.0,1,0,0,12.0604,0.12511111111111112
33,3.47,73.33,21.91,9.9,10.88,1.0,0,0,0,7.2303,0.10205882352941177
97,7.96,40.59,55.54,9.59,60.77,0.0,0,0,0,53.8738,0.08122448979591837
26,4.08,73.99,20.21,6.99,30.33,1.0,0,0,1,5.2546,0.1511111111111111
49,8.1,56.71,26.32,7.83,40.2,0.0,0,0,1,12.8968,0.162
83,14.96,46.36,51.68,9.53,44.56,1.0,0,1,0,42.8944,0.1780952380952381
75,9.46,54.18,38.72,5.06,50.92,1.0,0,0,0,29.04,0.12447368421052633
53,5.81,64.82,32.95,8.23,40.07,0.0,1,0,0,17.4635,0.10759259259259259
32,0.51,75.41,21.72,8.99,28.67,0.0,0,0,1,6.950399999999999,0.015454545454545455
15,3.91,73.7,14.52,8.71,17.17,1.0,0,0,1,2.178,0.244375
75,8.3,40.24,47.02,9.17,55.29,0.0,0,0,0,35.26500000000001,0.10921052631578948
30,1.52,68.22,20.06,7.89,32.82,0.0,0,0,1,6.018,0.04903225806451613
44,9.03,63.71,24.64,6.06,43.19,1.0,0,0,1,10.841600000000001,0.20066666666666666
38,10.09,71.57,19.73,4.26,24.4,2.0,0,0,0,7.4974,0.25871794871794873
16,2.08,69.23,14.64,10.0,14.03,1.0,0,0,1,2.3424,0.1223529411764706
102,11.88,40.89,61.18,8.87,40.69,2.0,0,0,0,62.4036,0.11533980582524272
62,11.63,58.99,36.06,7.88,40.22,1.0,0,0,1,22.357200000000002,0.1846031746031746
46,6.84,66.4,27.27,6.21,26.86,2.0,0,0,1,12.5442,0.14553191489361703
32,3.48,72.94,23.1,8.73,25.23,1.0,0,0,1,7.392,0.10545454545454545
