road_quality_score,stress_index,driver_experience_encoded,congestion_score
5.22,24.62,2.0,10.0776
5.71,22.04,1.0,2.4129
6.61,35.35,1.0,11.338799999999999
5.05,24.42,2.0,3.33
10.0,41.51,1.0,30.9082
10.0,48.5,2.0,76.5527
10.0,40.97,1.0,22.8035
5.44,62.56,1.0,55.0276
7.27,28.54,0.0,6.48
10.0,49.98,1.0,33.945600000000006
4.27,47.11,1.0,20.0355
7.46,34.36,0.0,6.6149000000000004
5.44,64.14,1.0,60.5
7.2,44.94,2.0,32.1632
10.0,38.01,0.0,16.5413
8.9,27.95,1.0,12.1674
6.9,60.34,0.0,38.580999999999996
7.63,50.11,0.0,29.89
1.0,39.35,1.0,2.2571999999999997
6.45,56.71,1.0,30.9078
6.17,42.27,2.0,12.249600000000001
6.51,66.96,0.0,46.31399999999999
5.77,80.04,0.0,67.0676
7.4,58.95,1.0,50.7213
6.56,61.27,1.0,62.685
6.94,52.57,1.0,29.9404
7.31,20.29,1.0,2.0672
7.68,33.81,1.0,15.703199999999999
5.53,60.36,2.0,53.5872
5.19,42.69,1.0,19.0456
7.43,40.5,0.0,14.905800000000001
2.97,66.61,1.0,41.888000000000005
5.68,50.83,1.0,20.3805
7.41,55.4,1.0,41.038000000000004
5.85,39.45,1.0,16.896
7.43,29.45,2.0,18.62
6.99,26.46,0.0,3.8304
8.74,54.77,1.0,66.9066
7.38,34.91,0.0,5.247199999999999
8.15,20.47,2.0,7.6160000000000005
9.7,28.59,2.0,18.836799999999997
6.06,52.75,1.0,55.3656
7.28,35.74,0.0,6.203100000000001
5.61,77.1,0.0,70.2973
8.37,30.24,1.0,4.7010000000000005
6.03,46.5,1.0,20.178
7.4,29.31,1.0,13.606499999999999
8.85,27.98,1.0,3.8221999999999996
5.65,37.53,1.0,8.094
4.1,42.87,2.0,20.226000000000003
4.63,29.93,0.0,2.0293
10.0,40.02,0.0,26.1952
5.8,58.38,0.0,34.928
9.53,50.91,1.0,58.771899999999995
4.24,32.82,1.0,8.7024
7.05,22.98,1.0,1.3962
8.51,28.12,0.0,6.311599999999999
7.82,62.06,0.0,37.247
7.89,32.07,1.0,17.064
6.74,58.83,0.0,33.052400000000006
3.84,63.69,1.0,51.0625
3.34,87.35,0.0,76.52969999999999
7.54,59.36,0.0,32.5125
7.41,56.08,1.0,46.37570000000001
8.97,25.03,1.0,11.872300000000001
4.21,56.43,2.0,58.42
4.42,45.06,0.0,22.368000000000002
7.41,51.64,2.0,65.493
5.73,22.76,0.0,0.8909999999999999
6.37,41.69,1.0,37.7703
4.33,75.45,1.0,51.523199999999996
7.71,33.42,1.0,14.3773
6.55,24.99,0.0,2.0235
7.6,56.85,1.0,48.4025
8.7,34.35,0.0,6.850999999999999
4.5,74.14,0.0,42.5971
7.58,23.13,2.0,4.9764
5.05,48.44,1.0,24.591000000000005
8.88,25.3,0.0,2.5221
4.06,30.81,0.0,2.2664999999999997
6.1,69.79,1.0,54.638099999999994
9.55,26.45,1.0,7.7543999999999995
4.57,27.57,1.0,2.5092
4.57,60.64,1.0,48.2908
9.41,62.34,1.0,71.369
5.79,55.88,1.0,34.861399999999996
10.0,35.6,2.0,27.799199999999995
5.89,54.79,2.0,54.315
7.46,73.01,1.0,77.23100000000001
10.0,42.24,2.0,66.1824
2.64,49.26,1.0,15.3076
5.4,32.36,1.0,4.2872
7.4,29.36,1.0,12.2276
10.0,32.63,1.0,19.4484
7.58,83.16,0.0,85.137
3.33,53.16,2.0,39.3111
8.15,45.72,1.0,26.455
10.0,39.88,1.0,18.4788
5.4,27.88,1.0,3.1548000000000003
8.6,41.08,1.0,30.331
8.55,49.29,2.0,61.749300000000005
8.51,38.19,1.0,19.168999999999997
10.0,25.3,1.0,16.241500000000002
9.68,38.56,2.0,29.6922
6.2,18.13,2.0,2.839
4.87,35.95,1.0,16.749200000000002
5.5,38.81,1.0,4.6197
7.31,48.66,2.0,59.3812
8.57,57.17,1.0,56.7468
6.63,39.68,1.0,11.539200000000001
10.0,42.33,2.0,46.6992
5.45,43.93,1.0,21.616600000000002
9.0,47.44,0.0,29.506600000000002
10.0,35.51,2.0,28.4994
7.77,81.13,0.0,74.566
6.05,53.22,2.0,68.8228
8.28,28.06,2.0,21.980700000000002
7.41,54.81,1.0,63.7602
10.0,17.21,2.0,2.8871999999999995
2.78,69.08,1.0,49.7222
4.74,45.27,1.0,14.1496
7.87,48.53,0.0,19.6504
6.14,39.02,0.0,16.635
5.75,32.06,1.0,5.9644
6.48,42.83,2.0,58.879000000000005
2.18,31.48,1.0,6.303000000000001
9.89,32.83,2.0,23.796
6.65,42.41,0.0,26.9756
6.32,41.51,0.0,14.4624
5.11,48.91,1.0,25.3184
10.0,27.29,2.0,13.875
3.72,42.1,1.0,13.900799999999998
2.37,25.51,1.0,2.8336
5.81,47.61,1.0,31.5068
6.75,31.24,0.0,2.616
6.72,57.09,2.0,73.8514
5.22,20.58,1.0,4.871999999999999
4.2,35.68,0.0,2.7420000000000004
7.96,63.68,0.0,42.70759999999999
3.91,33.23,2.0,17.473499999999998
5.94,43.08,1.0,19.250999999999998
7.23,20.41,1.0,0.934
6.08,33.08,2.0,13.911100000000001
10.0,68.25,0.0,75.5469
8.92,9.89,2.0,4.8692
7.23,43.94,2.0,37.06
6.26,67.27,0.0,32.562000000000005
4.54,58.54,1.0,34.935300000000005
10.0,33.6,2.0,29.729
6.16,73.14,1.0,68.735
5.4,28.3,2.0,3.3831
7.76,50.99,0.0,30.24
5.39,40.49,1.0,9.853200000000001
8.44,30.16,1.0,16.5888
7.62,56.06,1.0,48.064499999999995
4.27,76.21,1.0,67.5584
8.93,64.16,0.0,51.701899999999995
8.82,40.31,1.0,36.1218
7.2,22.78,1.0,1.9652
6.52,28.48,1.0,8.5238
3.03,57.43,2.0,54.84
6.92,52.16,0.0,21.186000000000003
4.82,69.97,0.0,51.7248
8.66,31.67,2.0,7.593299999999999
9.45,54.8,2.0,80.0158
10.0,22.48,2.0,18.9392
8.74,70.2,0.0,49.1136
10.0,46.85,0.0,22.9796
5.3,47.1,0.0,17.444
5.7,49.68,2.0,46.6209
7.67,58.2,1.0,46.7103
6.83,21.86,2.0,6.8445
5.97,49.04,1.0,32.3325
9.57,56.57,0.0,34.164899999999996
4.71,68.1,1.0,54.9093
8.92,23.33,1.0,11.554200000000002
7.81,26.25,1.0,10.476
4.23,69.65,0.0,49.8498
7.63,79.68,0.0,65.351
3.71,50.23,0.0,3.6932
6.8,31.5,1.0,8.251
6.95,32.92,2.0,13.279000000000002
7.11,56.02,1.0,44.45399999999999
8.14,74.03,0.0,58.5862
5.23,41.93,2.0,39.924499999999995
3.97,31.6,0.0,4.5168
6.58,43.62,1.0,12.23
4.25,46.76,1.0,15.3696
5.7,30.25,0.0,0.8558
6.24,39.6,1.0,29.304000000000002
6.63,43.0,1.0,9.826799999999999
6.36,62.19,1.0,62.3238
6.74,57.8,1.0,41.3921
9.3,54.75,0.0,31.98
8.44,45.03,1.0,20.97
5.89,53.99,1.0,36.9096
8.27,43.03,1.0,40.196400000000004
9.76,12.42,0.0,2.5099
8.94,26.23,0.0,4.2826
5.42,56.14,1.0,44.7629
6.22,39.9,1.0,22.77
8.06,45.28,2.0,39.5404
6.27,38.61,0.0,12.8976
10.0,27.19,1.0,9.1279
10.0,16.47,1.0,0.6084
5.63,73.56,0.0,50.8803
6.99,62.42,0.0,40.3216
5.87,39.49,1.0,8.326799999999999
10.0,22.38,1.0,1.4828000000000001
6.24,62.48,1.0,54.36599999999999
8.74,42.33,0.0,12.2059
6.68,24.53,0.0,1.2696
8.31,25.17,2.0,3.645
8.79,62.81,0.0,60.162299999999995
9.86,34.36,1.0,14.239399999999998
7.61,22.4,1.0,0.55
7.92,41.54,1.0,37.791000000000004
7.2,45.74,0.0,16.295
7.37,24.4,0.0,3.0827999999999998
8.89,19.64,1.0,10.802
4.34,57.31,2.0,72.26799999999999
6.34,41.99,2.0,32.56
5.45,42.06,1.0,24.2496
5.59,42.91,1.0,15.908400000000002
9.34,47.38,1.0,46.9568
4.91,43.13,2.0,54.29160000000001
7.34,57.53,1.0,64.25099999999999
4.94,52.33,2.0,48.9176
7.43,35.49,1.0,29.805799999999998
6.81,54.57,0.0,22.2546
5.53,61.98,1.0,60.7984
9.12,26.51,0.0,6.7421999999999995
5.4,39.34,1.0,6.150399999999999
5.65,30.57,1.0,7.0587
3.76,36.99,2.0,14.828500000000002
6.4,28.75,1.0,8.9133
4.5,29.26,1.0,6.249
8.64,35.19,1.0,21.275100000000002
10.0,58.77,1.0,70.1336
10.0,25.34,2.0,3.969
9.76,45.44,0.0,12.6495
5.21,77.2,0.0,62.1972
6.84,36.13,1.0,15.935400000000001
6.09,39.89,2.0,36.6048
4.95,51.27,1.0,21.8054
6.64,57.63,1.0,72.37200000000001
7.05,39.62,0.0,9.870899999999999
6.33,54.49,2.0,29.4285
7.76,62.88,1.0,68.7492
6.64,67.78,0.0,60.1554
5.97,24.78,2.0,12.066299999999998
7.51,56.89,0.0,32.2468
8.68,34.93,2.0,39.3148
7.7,20.23,1.0,9.9937
6.83,37.58,2.0,17.2621
7.41,63.56,0.0,42.4512
10.0,34.75,1.0,16.57
5.31,54.73,1.0,31.276799999999998
7.54,30.59,1.0,7.6832
8.25,68.66,1.0,72.6929
5.46,61.94,0.0,35.6412
6.56,39.45,1.0,19.1748
7.31,41.72,1.0,8.9052
4.72,58.23,0.0,24.367200000000004
6.4,68.88,1.0,59.840999999999994
3.88,43.0,0.0,10.4328
9.92,19.64,1.0,5.7816
3.16,41.06,2.0,13.862400000000001
6.05,28.78,2.0,11.0897
2.97,46.82,1.0,26.266499999999997
10.0,32.65,0.0,8.8726
10.0,38.26,1.0,14.977600000000002
10.0,17.86,1.0,2.2992
6.46,63.02,0.0,33.06379999999999
9.6,23.26,1.0,14.954599999999997
6.01,43.51,1.0,20.839000000000002
7.85,46.36,1.0,31.361200000000004
7.64,41.62,1.0,28.2754
7.29,45.39,1.0,20.6024
5.15,31.16,1.0,5.7304
8.21,21.06,1.0,5.9024
7.5,19.98,2.0,9.655800000000001
6.25,50.66,1.0,39.0349
9.25,37.25,2.0,27.738000000000003
4.74,27.43,0.0,3.1941
4.92,64.46,1.0,53.1866
5.35,43.67,0.0,12.3904
4.83,47.92,0.0,12.724400000000001
5.89,61.78,2.0,59.5712
7.67,63.26,0.0,56.95
5.38,35.55,0.0,3.322
8.24,39.9,0.0,20.358
9.64,28.82,0.0,11.8675
10.0,46.81,1.0,31.2075
3.66,54.18,0.0,34.7334
8.63,19.36,2.0,1.4246
7.78,35.22,0.0,9.7008
6.07,35.19,1.0,19.1235
6.61,41.09,1.0,24.1735
6.76,46.14,1.0,42.806000000000004
8.97,63.8,1.0,71.2509
8.72,34.02,2.0,30.5694
9.36,24.77,2.0,8.168000000000001
5.56,21.7,1.0,1.7303
6.83,64.82,1.0,77.70299999999999
9.49,24.44,1.0,18.7797
7.03,38.72,1.0,31.098599999999998
9.61,15.6,2.0,7.5699000000000005
6.49,51.05,1.0,53.912600000000005
9.67,49.43,1.0,27.302
5.91,59.25,0.0,32.657199999999996
3.39,54.6,1.0,35.49
7.88,49.62,0.0,19.44
6.95,17.65,1.0,1.7354999999999998
2.45,38.46,1.0,9.5725
6.13,36.49,2.0,8.0604
8.67,29.16,1.0,17.781499999999998
6.4,62.82,2.0,72.9756
9.59,33.74,1.0,32.025099999999995
5.96,66.26,0.0,57.3
6.12,74.43,0.0,69.575
3.89,44.32,2.0,19.146
10.0,26.02,2.0,18.4965
10.0,26.49,0.0,2.1285
10.0,37.29,1.0,25.7244
8.03,26.18,0.0,4.7616
4.3,48.79,0.0,10.3623
7.09,38.27,1.0,17.9571
3.61,76.19,1.0,66.22
8.36,39.35,0.0,10.8422
5.54,39.22,1.0,14.2698
6.22,66.82,1.0,64.493
5.06,50.4,0.0,9.7988
9.66,63.33,0.0,46.6464
6.83,23.27,0.0,2.166
10.0,49.54,1.0,31.7548
7.69,27.05,1.0,6.7608
10.0,46.73,1.0,37.7856
8.76,39.09,1.0,9.074399999999999
8.5,58.33,1.0,40.7296
5.42,37.04,2.0,26.9144
4.02,48.58,0.0,19.6616
4.23,30.21,2.0,5.8266
7.04,61.32,2.0,79.2842
5.68,58.16,1.0,59.8815
8.21,21.64,1.0,6.1566
8.55,38.98,1.0,34.1495
6.83,52.14,1.0,37.8534
3.95,55.37,0.0,12.9214
9.98,63.55,1.0,72.9258
4.65,37.17,1.0,20.7524
9.23,25.59,1.0,4.114
10.0,39.89,0.0,13.0161
6.96,87.6,0.0,75.4492
4.84,66.88,0.0,48.298
6.21,48.0,1.0,21.2846
10.0,65.56,0.0,54.37440000000001
8.15,39.43,1.0,18.785999999999998
7.39,29.49,0.0,0.6
6.49,37.78,1.0,13.9791
7.1,70.28,1.0,53.211099999999995
6.79,36.8,1.0,11.6276
6.33,73.51,1.0,78.7886
8.68,39.48,1.0,19.17
9.43,40.32,2.0,49.585
4.85,59.44,0.0,17.116
10.0,62.92,1.0,78.0741
10.0,18.2,2.0,4.713
7.32,37.3,1.0,15.158000000000001
10.0,34.74,1.0,2.388
5.19,83.43,0.0,72.20639999999999
7.14,61.58,0.0,34.5653
9.98,20.37,0.0,1.025
6.79,46.92,2.0,59.4183
5.28,44.42,1.0,29.7
7.35,27.07,2.0,6.1908
8.78,58.17,1.0,64.7028
7.24,16.69,2.0,3.8962
9.58,54.33,1.0,61.23609999999999
8.13,30.41,0.0,3.5240000000000005
3.16,70.68,1.0,68.70270000000001
6.23,35.45,1.0,19.344
7.87,18.0,2.0,3.8116000000000003
6.25,70.23,0.0,70.12440000000001
5.26,71.06,0.0,46.2371
8.12,65.71,1.0,64.2405
10.0,38.19,1.0,45.391000000000005
7.88,24.54,1.0,7.197299999999999
8.22,26.12,1.0,5.3424000000000005
7.18,39.73,1.0,14.2094
8.17,67.14,1.0,73.5504
5.28,79.88,0.0,51.596599999999995
8.44,14.57,1.0,2.5244999999999997
7.4,29.33,1.0,7.884699999999999
7.75,15.13,1.0,1.61
8.83,25.2,1.0,3.4086000000000003
4.58,78.96,0.0,68.42
6.54,38.22,1.0,11.79
8.01,16.32,2.0,6.1012
7.94,52.54,0.0,32.1054
4.5,63.35,1.0,52.97
5.74,50.7,2.0,63.376099999999994
6.89,22.39,2.0,3.8520000000000003
8.52,23.19,2.0,22.963500000000003
8.46,32.7,2.0,17.28
9.83,43.38,0.0,17.9592
8.67,21.3,1.0,4.1979
10.0,25.49,1.0,6.0360000000000005
6.56,28.59,1.0,2.66
9.49,77.02,0.0,75.1744
4.12,77.3,0.0,54.3683
8.05,18.52,2.0,1.7304
7.19,48.15,2.0,44.415
6.67,43.22,1.0,23.9005
6.83,27.15,1.0,4.0774
6.87,39.08,1.0,17.925
7.65,38.7,1.0,20.1135
6.68,18.69,1.0,2.8895999999999997
8.77,46.15,1.0,37.643499999999996
4.46,36.38,1.0,4.8412
7.72,20.2,1.0,5.252800000000001
7.73,40.44,0.0,5.2604999999999995
6.68,42.16,0.0,21.699900000000003
8.04,73.87,0.0,70.4106
3.79,93.12,0.0,69.6618
6.85,45.89,0.0,23.106800000000003
6.2,49.72,2.0,58.67400000000001
8.58,51.69,0.0,33.914699999999996
8.08,50.16,1.0,29.1904
7.95,52.88,2.0,63.4489
8.39,62.63,1.0,70.2741
3.34,66.5,1.0,41.462399999999995
7.8,30.35,0.0,11.4576
9.64,41.92,1.0,29.5005
7.35,70.68,0.0,52.4576
6.81,35.16,0.0,5.6512
7.02,24.45,2.0,3.6720000000000006
6.7,32.7,1.0,10.728
7.25,58.2,0.0,42.3024
6.25,53.36,0.0,29.783999999999995
10.0,46.22,1.0,43.86600000000001
6.86,52.27,0.0,19.337999999999997
8.62,48.37,0.0,22.102999999999998
6.69,55.65,1.0,43.0128
6.81,54.85,1.0,56.79
8.54,49.82,2.0,46.6739
7.56,59.08,1.0,57.8124
7.12,50.85,0.0,20.376
6.51,28.79,2.0,16.8168
7.43,28.09,1.0,0.6526
7.24,24.82,2.0,2.3312
5.52,60.06,2.0,76.9124
7.94,33.4,1.0,14.0448
8.26,41.44,1.0,20.138099999999998
9.16,31.55,2.0,41.754400000000004
7.82,55.97,0.0,35.623799999999996
6.83,49.07,0.0,16.686
4.82,59.28,1.0,47.457
5.98,62.91,0.0,46.152
7.87,65.02,1.0,61.151399999999995
5.59,71.3,0.0,58.600500000000004
2.62,58.52,1.0,38.4264
8.81,27.68,0.0,5.656000000000001
7.03,64.43,0.0,31.535999999999998
6.67,26.33,2.0,12.783999999999999
5.95,51.5,1.0,31.1296
7.4,46.08,1.0,25.0852
6.91,50.11,0.0,38.8596
6.08,24.11,2.0,2.9832
9.21,40.07,1.0,20.3952
4.45,64.88,1.0,74.87480000000001
3.37,55.96,1.0,21.399
8.97,40.57,1.0,10.884
7.47,53.16,1.0,42.9425
5.51,56.17,2.0,59.871
5.41,30.23,1.0,6.5658
6.99,59.19,1.0,59.364000000000004
7.55,50.98,2.0,50.653999999999996
8.97,37.17,0.0,17.1184
8.18,44.34,0.0,31.0004
6.27,50.7,0.0,22.1193
6.98,24.36,0.0,1.7612999999999999
8.01,36.25,1.0,15.667200000000001
10.0,48.98,1.0,29.995700000000003
7.47,27.09,1.0,6.992999999999999
7.59,52.15,1.0,43.7613
6.02,60.85,0.0,41.157
6.77,45.5,2.0,35.1225
7.72,31.97,1.0,14.22
7.07,23.45,1.0,5.6859
7.06,28.75,1.0,11.281600000000001
4.41,44.6,1.0,27.7745
7.29,24.87,2.0,9.1533
9.57,39.56,1.0,24.281399999999998
9.76,59.38,0.0,55.5891
9.63,33.88,1.0,20.591200000000004
4.51,41.0,1.0,12.553200000000002
9.0,39.49,0.0,6.104
8.63,18.98,1.0,2.6826
10.0,21.06,0.0,8.812999999999999
7.85,51.55,2.0,68.1955
7.68,46.09,2.0,35.896
7.55,30.57,0.0,10.935599999999999
10.0,21.08,0.0,1.1264
6.66,55.57,0.0,32.1708
9.26,52.75,0.0,32.3602
6.27,35.0,1.0,14.292
6.97,27.47,0.0,6.147199999999999
6.76,39.47,1.0,14.857999999999999
5.51,24.99,1.0,0.518
9.11,23.92,0.0,3.5568
9.94,35.94,0.0,11.863399999999999
9.51,33.88,0.0,4.707999999999999
7.52,59.41,1.0,72.15050000000001
9.8,8.72,0.0,2.5194
4.57,25.52,1.0,1.9222
9.72,31.5,2.0,27.793200000000002
9.47,45.79,1.0,35.8176
9.08,15.21,0.0,0.6990000000000001
8.2,34.03,1.0,13.0815
8.9,32.85,2.0,11.796399999999998
7.55,49.54,0.0,34.8
7.82,43.26,1.0,29.563200000000002
6.87,66.22,1.0,73.0206
6.76,39.13,0.0,6.944
5.36,35.29,0.0,2.475
4.27,38.8,1.0,14.0309
10.0,22.75,2.0,17.3855
5.68,61.48,0.0,40.507200000000005
5.57,27.03,1.0,2.0436
9.5,23.11,1.0,9.3561
10.0,70.08,0.0,63.388000000000005
9.6,61.58,1.0,67.0773
8.13,43.2,2.0,41.084399999999995
5.46,62.35,1.0,62.866800000000005
10.0,48.59,0.0,36.903600000000004
7.26,15.2,1.0,1.236
3.66,35.9,0.0,4.5931
6.41,47.74,1.0,27.4482
9.08,52.09,0.0,43.1118
5.53,32.47,2.0,16.497
8.73,52.53,2.0,64.34400000000001
5.16,29.11,2.0,11.833599999999999
5.45,57.45,0.0,18.5814
8.65,43.2,1.0,29.624000000000002
5.73,60.33,1.0,48.07
8.65,53.76,1.0,68.8422
3.66,32.05,2.0,5.8275
6.15,41.74,1.0,31.0425
8.67,27.34,2.0,14.9646
10.0,15.32,1.0,4.9062
9.43,23.22,1.0,8.5226
6.85,61.43,1.0,70.311
9.17,32.26,0.0,3.84
7.09,49.25,2.0,65.9895
9.22,30.04,2.0,26.496
8.97,28.57,2.0,32.23499999999999
10.0,52.18,0.0,29.7825
8.66,69.26,0.0,57.895199999999996
6.04,24.13,1.0,3.6652
7.62,41.82,0.0,24.2515
5.53,32.26,1.0,12.192
5.19,38.58,0.0,10.285600000000002
6.75,26.2,1.0,14.1456
7.33,35.13,1.0,29.1232
6.28,28.64,1.0,1.3413
3.74,70.36,1.0,51.6192
4.17,58.82,1.0,42.1167
7.94,44.73,0.0,22.5216
4.35,36.0,0.0,7.6392
8.45,58.93,0.0,60.995999999999995
10.0,58.49,1.0,64.73599999999999
6.15,51.92,0.0,19.9888
6.47,51.0,0.0,13.113600000000002
8.58,53.6,1.0,33.3222
6.45,25.49,1.0,3.2006
5.34,70.61,1.0,65.607
6.33,38.43,0.0,7.140899999999999
6.36,41.91,1.0,23.287200000000002
8.43,16.72,1.0,4.215199999999999
5.5,24.56,1.0,6.627000000000001
8.8,22.7,1.0,4.9112
8.71,42.46,0.0,21.024199999999997
5.14,21.72,2.0,5.252800000000001
9.09,41.56,1.0,25.997400000000003
2.65,38.97,1.0,7.6738
5.3,41.07,2.0,49.8085
4.27,35.94,2.0,10.1
9.59,54.83,0.0,44.316
7.94,45.26,0.0,21.292800000000003
6.42,20.31,2.0,6.4448
8.61,31.46,1.0,12.341000000000001
6.93,37.59,2.0,28.087600000000002
10.0,38.61,1.0,33.92209999999999
9.37,10.74,1.0,3.0570999999999997
10.0,62.0,1.0,63.3181
4.86,37.31,2.0,35.235
10.0,53.73,0.0,21.9366
5.71,36.72,1.0,19.1784
3.62,27.02,1.0,4.495
6.08,40.77,0.0,9.1225
8.97,15.92,1.0,3.8455999999999992
6.65,43.32,0.0,20.178
7.37,35.22,0.0,7.2002
5.07,50.9,2.0,80.0632
7.27,50.71,0.0,24.0126
7.92,24.09,1.0,7.0389
6.89,51.76,1.0,45.0032
6.78,38.7,0.0,4.8236
7.06,31.77,1.0,8.326500000000001
7.0,45.68,1.0,29.815199999999994
9.65,16.37,2.0,1.4754999999999998
9.29,47.49,1.0,39.336400000000005
9.77,41.27,1.0,27.0368
6.24,54.58,1.0,49.756800000000005
4.49,35.73,0.0,2.3171
5.83,67.45,1.0,43.880199999999995
5.97,30.47,0.0,3.8408999999999995
4.21,32.2,2.0,9.436
7.54,43.93,2.0,39.8025
8.03,47.37,0.0,14.564099999999998
4.58,73.0,0.0,44.926700000000004
4.4,72.99,1.0,60.99
6.14,42.1,2.0,37.7496
9.54,46.03,1.0,71.93400000000001
3.28,71.13,0.0,43.27349999999999
8.73,30.46,2.0,19.8244
7.43,64.49,0.0,45.98
1.16,52.45,1.0,23.1462
5.96,44.91,2.0,62.6808
5.63,63.26,1.0,53.5092
8.19,31.17,0.0,8.442
5.86,29.01,1.0,4.0662
6.09,84.71,0.0,63.38849999999999
5.24,75.19,0.0,49.761
8.5,34.39,1.0,12.8075
3.87,49.35,2.0,43.047
5.95,49.68,1.0,52.992000000000004
5.75,72.35,1.0,53.9805
6.3,57.22,0.0,22.8153
4.42,24.26,1.0,1.7374
6.5,46.62,1.0,19.465
5.96,20.73,1.0,1.7685
5.31,51.32,1.0,28.594799999999996
6.82,40.48,2.0,16.2869
7.85,43.89,2.0,30.0614
5.72,46.39,0.0,9.8002
4.84,35.05,0.0,9.3425
5.43,25.81,0.0,2.282
6.92,56.05,0.0,29.696200000000005
5.4,69.42,1.0,74.1588
6.13,36.82,1.0,4.7852
5.18,27.82,1.0,2.5452
5.65,31.66,2.0,8.1576
6.38,30.25,1.0,11.9196
7.28,34.87,2.0,15.8947
5.28,43.99,1.0,33.733700000000006
5.29,58.12,1.0,66.53359999999999
7.57,55.65,1.0,42.06929999999999
8.97,31.32,0.0,4.8504000000000005
3.47,54.34,1.0,20.418000000000003
6.42,29.81,0.0,3.5332
7.13,70.46,0.0,45.2364
4.58,47.82,1.0,16.8896
7.68,58.54,0.0,35.4078
3.51,48.59,1.0,23.9135
7.29,57.25,1.0,43.316
7.99,33.21,1.0,19.805999999999997
7.85,22.82,2.0,13.468800000000002
5.78,33.89,1.0,4.8386000000000005
6.38,37.88,1.0,24.635900000000003
8.77,49.42,1.0,49.132799999999996
5.53,45.0,2.0,56.400299999999994
7.05,28.01,0.0,9.7166
5.78,40.92,0.0,9.458400000000001
7.13,47.55,1.0,25.4196
4.36,63.44,1.0,57.76
5.24,65.77,1.0,54.635
7.68,51.25,0.0,24.608
6.39,24.49,2.0,3.2053000000000003
10.0,36.8,0.0,19.3144
8.89,38.72,0.0,7.305599999999999
10.0,55.92,0.0,48.513400000000004
6.9,40.89,2.0,5.382000000000001
5.16,84.15,0.0,69.62320000000001
2.92,33.44,2.0,4.1404000000000005
6.51,56.9,2.0,64.306
5.86,45.66,1.0,12.3354
6.91,35.72,0.0,7.210500000000001
5.06,76.36,0.0,74.2014
3.44,36.02,0.0,3.7420000000000004
5.88,27.24,1.0,5.213000000000001
6.35,59.31,0.0,31.1927
2.93,34.27,2.0,19.801599999999997
5.5,50.12,0.0,5.8004
4.61,54.24,2.0,67.8976
9.47,39.89,2.0,37.351
6.94,33.64,0.0,7.361999999999999
6.61,56.69,1.0,50.257200000000005
5.33,44.82,2.0,48.6588
8.01,57.14,0.0,47.232800000000005
4.72,35.36,1.0,1.7829
10.0,18.69,1.0,14.283
10.0,28.15,1.0,13.6884
10.0,24.32,1.0,5.2676
7.48,80.25,0.0,73.183
6.3,46.23,1.0,20.349
6.23,61.6,1.0,67.5696
5.58,31.77,2.0,7.9624
7.81,31.16,1.0,13.39
5.48,60.98,1.0,58.7196
8.03,38.86,1.0,18.832800000000002
5.58,28.14,1.0,4.4496
8.47,48.86,1.0,43.5783
8.22,62.21,1.0,67.1004
6.48,66.8,1.0,75.0087
5.1,85.31,0.0,76.1178
4.02,53.01,1.0,35.455999999999996
7.43,73.17,1.0,73.1766
5.19,22.56,1.0,3.4078000000000004
5.24,61.78,0.0,49.0854
6.52,68.26,0.0,66.33
4.68,40.63,1.0,3.3396
7.3,55.43,2.0,70.58840000000001
6.08,30.22,1.0,8.572000000000001
7.35,18.76,1.0,1.0362
9.94,15.36,1.0,3.4975
6.76,29.28,1.0,3.1608
6.11,65.0,0.0,39.171400000000006
8.55,33.4,1.0,13.5924
8.42,70.69,0.0,39.8328
4.92,41.51,1.0,21.3129
9.37,48.78,1.0,25.5255
5.41,81.03,0.0,52.99100000000001
5.13,62.17,1.0,58.9466
9.22,70.8,0.0,70.1415
9.17,63.3,1.0,74.6586
6.28,62.05,1.0,51.73440000000001
7.88,42.58,0.0,17.0478
5.31,63.69,1.0,76.051
7.78,39.49,0.0,11.283199999999999
3.97,31.6,0.0,3.3012
8.98,54.24,0.0,50.9541
6.43,20.76,2.0,1.9142
4.71,22.35,2.0,3.1968
6.92,33.24,1.0,12.6855
4.12,23.41,1.0,4.6197
7.61,27.09,0.0,1.4808
7.19,26.64,1.0,10.1417
7.65,60.5,1.0,36.1899
6.05,85.54,0.0,79.81739999999999
4.05,39.43,1.0,15.184499999999998
5.83,36.53,0.0,5.613
3.81,31.39,2.0,8.251
8.97,55.94,1.0,64.7603
4.98,58.2,0.0,23.561999999999998
3.57,58.23,1.0,23.618700000000004
7.19,55.15,1.0,34.6616
10.0,56.56,2.0,66.9914
6.33,33.47,1.0,4.3260000000000005
7.45,82.63,0.0,68.208
4.58,67.38,1.0,61.354800000000004
6.96,26.69,0.0,3.6696
3.35,61.04,0.0,27.7398
3.54,46.89,1.0,20.682799999999997
9.32,34.65,1.0,21.621599999999997
6.33,29.9,1.0,1.3414
7.87,40.97,1.0,21.0614
10.0,23.64,2.0,17.781499999999998
4.96,37.39,2.0,18.827199999999998
8.04,37.63,0.0,18.7674
4.67,51.04,1.0,37.8895
5.46,46.16,1.0,15.675
8.22,19.56,0.0,4.3032
6.06,26.16,2.0,12.6776
6.29,77.77,0.0,63.258900000000004
4.91,41.71,0.0,6.2303999999999995
5.87,29.79,2.0,1.8039999999999998
6.06,64.01,0.0,50.9485
7.7,56.45,0.0,38.052
